tx_name,Task Name,tx_difficulty,total_correctness,total_compute,total_robustness,total_memtotal,made_submission,compile_success,score_percentage,Time spent,Remarks on Score,id_task_session,js_comments,id_infra_instan,nu_pgmr_comment_flux_all,nu_pgmr_cyclo_flux_all,nu_pgmr_filesize_flux_all,nu_pgmr_nom_flux_all,nu_pgmr_dac_flux_all,nu_pgmr_fanout_flux_all,nu_loc_flux_source_all,nu_loc_added_source_all,nu_ce_models_units_all,nu_aberrant_ce_units_all,nu_ce_hours_all,nu_aberrant_ce_all,loc_submit,cyclo_submit,nom_submit,dac_submit,fanout_submit,ce_units_submit,aberrant_ce_units_submit,id_test_session,tx_file_type,correctness_norm,compute_norm,robustness_norm,memtotal_norm,task_score,avg_bce
64,1,easy,2,0,0,0,True,True,68,0.75,ACCEPTABLE,3154,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""By testing with different values, including float and a string (which is ignored)""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""Ignore strings or non-numbers, who value is counted as 0, but gets used in avg computation""}]",731258,0,4,169,2,0,0,49,26,185.7444622587669,0.7891773263057752,10.466219446279494,0.044468098691618,11,4,2,0,0,5.554476885170296,0,2740,js,37.5,0,0,0,18.75,1.1046298007246378
64,7,easy,1,1,0,0,True,True,67.60000000000001,0.95,FAILED,3155,"[{""question"":""If you had more time, describe the additional steps you would take to further optimise the code or explain why this is not possible."",""answer"":""At this point of time, I did not make any changes to optimise the code.""},{""question"":""Outline why your solution runs faster than the original version."",""answer"":""It does not.""},{""question"":""Describe in words the steps you took to optimise the code."",""answer"":""None""}]",731260,0,0,166,0,0,0,36,18,113.07538834897386,0.2831653761384368,6.371505314569761,0.015955635663174518,43,6,5,0,0,6.372403405013323,0,2740,js,100,0,0,0,50,1.1046298007246378
64,15,intermediate,8,0,0,0,True,True,66,0.95,FAILED,3156,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""Handle different regular expression chars appearing the pattern, that would skew the result.""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""I am using regular expression. So not much of a change needed to handle full stop char.""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""Creates a functional model.""}]",731259,0,0,604,0,0,0,84,52,284.3483919416655,0,16.022295540160567,0,28,0,0,0,0,5.141458369493925,0,2740,js,7.03125,0,0,0,0.87890625,1.1046298007246378
64,1,easy,2,0,0,0,True,True,52,0.5,ACCEPTABLE,2751,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""by simple logic, not tested""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""not considered - overflow of total value""}]",835296,0,6,124,4,0,2,16,9,66.1152638874137,0.9683934971888136,3.7254239086295526,0.05456646582447326,10,3,2,0,0,6.766626934605559,0.11767857082801145,1909,java,37.5,0,0,0,18.75,1.0774325428194993
65,14,difficult,0,0,0,0,True,True,69.69999999999999,1,FAILED,3683,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""NA""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""NA""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""NA""}]",834120,7,58,354,38,0,0,109,58,734.2686837211023,9.417884135016967,41.37413887284344,0.5306733825496288,29,10,8,0,0,9.416557310502975,0,4593,js,0,0,0,0,0,2.444681758530184
66,3,intermediate,5,0,0,0,True,True,69.39999999999999,0.75,FAILED,3445,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""""},{""question"":""Describe why the fixes you made constituted \u0027fixing the code in place\u0027."",""answer"":""update large stream number""},{""question"":""Describe the faults you found in words."",""answer"":""update large numbers in test method""}]",809720,2,0,204,0,0,0,20,11,89.98219877251555,0.8448257160201089,5.070263883829133,0.04760374134550718,49,11,7,0,2,6.204739191016119,0,4138,cs,4,0,0,0,0.8,1.755533139534884
67,1,easy,2,0,0,0,True,True,61.4,0.15,PASSED,3151,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""I checked mean for some cases""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""4.0 ,5.0 ad some other values""}]",731359,0,2,47,2,0,0,12,10,26.166809284999214,0.3566986798682356,1.4744319419020495,0.020099046907240674,9,2,2,0,0,3.9016574352418703,0,2755,java,50,0,0,0,25,3.4814537142857143
68,14,difficult,14,0,0,0,True,True,64.2,1,FAILED,3634,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""It may be first customer when machine will not have anything to return of the coin choice or machine do not have the nomination of the coin to retun.""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""it will return -1 if the summation of input coins is not equal to or greater than 110""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""int""}]",833268,0,27,1702,14,0,0,211,124,777.7021445105194,11.544725551188185,43.821501913471394,0.6505153887036139,66,15,8,0,1,1.9420462034455863,0,4493,cs,4.081632653061225,0,0,0,0.2915451895043732,0.7933262698412699
68,6,easy,7,0,0,0,True,True,70,1,FAILED,3632,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""Find the difference between start and and and thats should be positive.\n\nAnd apply the curve on diffrence.""}]",833266,0,10,513,8,0,3,79,45,334.008333512246,3.9910831400331785,18.820504648774687,0.2248871996718811,21,4,2,0,1,10.851293509430723,0,4493,cs,10.20408163265306,0,0,0,1.4577259475218658,0.7933262698412699
68,0,intermediate,0,0,0,0,True,False,72.7,0.95,0,3633,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""Validations""},{""question"":""Is your solution exact or approximate?"",""answer"":""approximate""},{""question"":""How did you estimate the area under the curve?"",""answer"":""Did not get the way to use func""}]",833267,0,1,360,0,0,0,36,23,152.75335643280275,0.8101286264506236,8.607256066424148,0.045648650199502865,19,3,2,0,0,7.8054086976720365,0,4493,cs,0,0,0,0,0,0.7933262698412699
69,4,intermediate,0,0,0,0,True,True,68.5,1,FAILED,3575,"[{""question"":""Describe any other corner cases you considered."",""answer"":""null, 2 D array""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""added null checks""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""by looping input array""}]",822167,5,19,432,12,0,6,157,140,306.8217722421062,3.4232522573442767,17.288612323249506,0.19289139988153686,20,4,2,0,1,8.699747210305395,0.038732776015614284,4426,java,0,0,0,0,0,1.0985805575411007
70,12,easy,8,0,0,0,True,True,70.6,1,FAILED,3635,0,833269,0,12,547,8,4,4,35,22,199.44999550480884,1.623798381815724,11.238490752982118,0.09149683384326447,25,4,2,1,1,6.929270588487134,0.03085030853971612,4632,java,4.6875,0,0,0,0.5859375,0.9292262331838564
70,3,intermediate,5,0,0,0,True,True,71,0.95,FAILED,3637,0,833271,3,4,799,0,0,0,16,8,43.903906420510644,2.0858066120899608,2.4738714336787475,0.11752980120732473,37,10,6,3,5,17.908086054614955,1.628116444029623,4632,java,4,0,0,0,0.8,0.9292262331838564
72,14,difficult,0,0,0,0,True,False,67.90000000000002,0.9333333333333332,0,3468,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""re""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""return message insufficient fund""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""""}]",811950,0,57,1129,52,4,8,784,747,713.9131857081378,17.260515983722524,40.227159272207,0.9725853780231776,38,0,0,0,0,13.592197506988098,0,4204,java,0,0,0,0,0,1.007225
72,6,easy,0,0,0,0,True,False,65.8,1,0,3469,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""Proper Exception handling\nProper Validation\nAdd unit test cases.""}]",811951,0,34,256,14,0,7,315,286,483.1199397057337,4.3330038444067815,27.22255751985345,0.2441535459288967,20,6,2,0,0,13.482587299266513,0.5379711717121445,4204,java,0,0,0,0,0,1.007225
72,0,intermediate,0,0,0,0,True,False,68.40000000000002,1,0,3467,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""Needs to consider all the validations and all range of inputs""},{""question"":""Is your solution exact or approximate?"",""answer"":""approximate""},{""question"":""How did you estimate the area under the curve?"",""answer"":""""}]",811949,0,26,208,10,0,5,278,254,413.2887747328228,8.945646244633574,23.287752207716398,0.5040640003290433,16,0,0,0,0,14.300422491840555,1.2300426514337,4204,java,0,0,0,0,0,1.007225
71,14,difficult,14,0,0,0,True,True,67,0.8666666666666668,PASSED,2405,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""To be consistent, so that it always not return the change as the user have no way to know why vending m/c did not return the coins.""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""I have used 2 integer variables to keep track of the count.""}]",835848,4,66,1710,35,4,8,293,164,778.060446296853,13.396414881432095,43.84169129127651,0.754853287346686,65,17,9,1,2,12.062781235667211,0.2273743891297817,1680,java,7.142857142857142,0,0,0,0.5102040816326531,4.052442857142856
71,1,easy,2,0,0,0,True,True,65.10000000000001,0.7,ACCEPTABLE,2731,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""I checked the sample input and output if they are according to the expectation. Then dry run the program for checking the accuracy""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""the null array and zero length array are problematic inputs""}]",835668,0,15,179,6,0,0,45,26,159.6360482050163,1.3237256400742041,8.995077924438599,0.07458851191150109,15,5,2,0,0,13.075784946923962,0.4577544446927535,1881,java,37.5,0,0,0,18.75,4.052442857142856
71,3,intermediate,5,0,0,0,True,True,71.2,0.8,FAILED,2419,"[{""question"":""Describe what you would do differently if you were to rewrite the decode method from scratch."",""answer"":""I have not got the break through""},{""question"":""Describe the faults you found in words."",""answer"":""""}]",835664,2,0,46,0,0,0,2,2,12.534133465400936,0.4140039898629821,0.7062659625086622,0.023328052728186933,39,10,6,3,5,5.031110556140806,0.12907504498867212,1694,java,8,0,0,0,1.6,4.052442857142856
71,0,intermediate,4,0,2,0,True,True,70.19999999999999,0.95,FAILED,2332,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""I have checked the negative cases. Handling of large value is not taken care.""},{""question"":""How did you estimate the area under the curve?"",""answer"":""Calculated the maximum complete rectangle. Then calculated the negative and positive area separately and then returned the sum of both.""}]",835425,0,22,301,10,0,5,44,29,177.99286571268792,2.0083919460547266,10.029437054364843,0.11316768524848428,23,5,2,0,1,11.520881348792505,0.3100187219584112,1606,java,18.75,0,0,0,3.125,4.096425221238938
71,11,intermediate,0,0,0,0,True,True,66.7,1,0,2314,"[{""question"":""Describe how the performance of your implementation changes as the distance between the start of the first building and end of the last building increases."",""answer"":""It does not effect the performance""},{""question"":""Describe how the performance of your implementation changes as the number of buildings increases."",""answer"":""It increases as the buildings increases. As we are iterating on building array and point array is used as maximum possibl""}]",835471,0,26,2665,4,7,4,92,58,147.62753049663175,3.9360234149283895,8.3184290487085,0.2217847267443397,35,6,2,2,2,17.53506263594954,0.4687852582988243,1588,java,0,0,0,0,0,4.118758398220243
71,4,intermediate,0,0,0,0,True,True,70.6,0.8,0,2386,"[{""question"":""Describe any other corner cases you considered."",""answer"":""Considered the first array as null.""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""I have copied all the elements for the first array by iterating through it.""}]",835685,3,5,491,2,0,0,16,13,36.31882150436526,1.2015640014585862,2.0464715409140037,0.0677050199240688,21,5,2,0,1,12.457684497691119,0.3337414350924993,1661,java,0,0,0,0,0,4.118758398220243
71,2,intermediate,1,0,3,0,True,True,73.7,1,ACCEPTABLE,2346,"[{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""en.wikipedia.org/wiki/Daylight_saving_time_in_the_United_States""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""Used google to find which day and time the daylight saving starts.""}]",835696,0,0,394,0,0,1,12,11,18.464608725080346,0.12008135493412032,1.0404328858921692,0.006766273389061758,21,2,2,0,2,13.354520894513584,0.12008135493412032,1621,java,100,0,27.777777777777768,0,31.944444444444446,4.118758398220243
74,11,intermediate,0,0,0,0,True,False,66.7,1,0,3754,"[{""question"":""Describe how the performance of your implementation changes as the distance between the start of the first building and end of the last building increases."",""answer"":""1""},{""question"":""Describe how the performance of your implementation changes as the number of buildings increases."",""answer"":""1""},{""question"":""Describe in words the algorithm you developed."",""answer"":""1""}]",834347,12,201,2779,43,31,34,163,106,741.1319210723186,25.424623548956127,41.76086452461367,1.4326116976327803,60,19,4,3,3,8.438546552271452,0.07665072559547087,4565,java,0,0,0,0,0,0.8608507396449705
74,4,intermediate,0,0,0,0,True,False,72.39999999999998,0.95,0,3752,"[{""question"":""Describe any other corner cases you considered."",""answer"":""""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""1""}]",834345,1,15,485,8,0,4,78,42,442.7515318836384,5.2145215505345215,24.94790227670356,0.2938247858997583,17,4,2,0,1,6.1886124660403175,0.11816912253086173,4565,java,0,0,0,0,0,0.8608507396449705
73,4,intermediate,5,0,0,0,True,True,68.7,1,FAILED,3463,"[{""question"":""Describe any other corner cases you considered."",""answer"":""NA""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""checked against with null""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""just copy reference""}]",811945,2,32,614,12,0,6,226,202,370.23685557676833,7.2349759445839235,20.861888050092066,0.4076721588559478,15,3,2,0,1,7.068160707976982,0.18749694336689807,4211,java,0,0,0,0,0,2.6726760937500003
75,13,easy,5,0,0,0,True,True,63.9,0.95,FAILED,3833,0,837380,3,20,439,16,8,8,27,14,210.06362418478284,4.252734415550702,11.836541244151961,0.2396305714777669,39,4,4,2,2,12.38332612084828,0.11024322258396224,4705,java,4,0,0,0,0.8,2.0097998527245955
75,10,easy,6,0,0,0,True,True,66.40000000000002,0.9333333333333332,PASSED,3832,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""I have used just one for loop with if loops.So It will not taku Much time complexity""}]",837379,1,41,474,15,0,0,56,35,351.69409341747337,10.289709159563532,19.81705142056725,0.5797984650134625,30,9,3,0,0,16.010727348702982,0.7823476541945011,4705,java,16.666666666666668,0,0,0,2.7777777777777786,2.0097998527245955
76,11,intermediate,0,0,0,0,True,True,65.5,0.7666666666666668,FAILED,3474,"[{""question"":""Describe how the performance of your implementation changes as the distance between the start of the first building and end of the last building increases."",""answer"":""O(N) times will take O(N2)""},{""question"":""Describe how the performance of your implementation changes as the number of buildings increases."",""answer"":""O(N) times will take O(N2)""},{""question"":""Describe in words the algorithm you developed."",""answer"":""BuildingEvent class implements IComparable, the method can simply call the list’s Sort method to sort it.""}]",812403,21,9,4346,2,0,5,90,85,115.41902193824579,2.8854086206878287,6.503562998275131,0.16258530375044908,90,11,4,0,6,8.435359075880031,0,4388,cs,0,0,0,0,0,1.4377413228552718
76,4,intermediate,0,0,0,0,True,True,66.90000000000002,0.55,FAILED,3475,"[{""question"":""Describe any other corner cases you considered."",""answer"":""It is ok as array""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""yes""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""There is no issue in VS2019 to compile and execute however here some issue""}]",812404,1,0,180,0,0,0,22,12,85.8747462838905,0.06881887056240173,4.838819572713001,0.003877765143532317,13,2,2,0,0,7.29132494604759,0,4388,cs,0,0,0,0,0,1.4377413228552718
77,12,easy,0,0,0,0,True,False,58.3,1,0,3391,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""NA""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""NA""}]",781484,0,8,164,8,0,1,176,161,235.33529821531903,1.2249637185403086,13.260534632498324,0.06902353338595049,19,4,4,0,0,9.341113621115824,0,3481,java,0,0,0,0,0,0.9909683636363636
77,4,intermediate,0,0,0,0,True,True,56.89999999999999,1,FAILED,3389,"[{""question"":""Describe any other corner cases you considered."",""answer"":""Add more null value checks""},{""question"":""How did you ensure that null values were handled correctly?"",""answer"":""""},{""question"":""Describe in words how you made a complete copy of the input array."",""answer"":""""}]",781485,0,36,570,18,0,9,440,409,561.1248379564988,22.55443596179953,31.617931535579586,1.270884059705581,26,5,2,0,1,16.29080827031341,0.29943304068611,3481,java,0,0,0,0,0,0.9909683636363636
78,6,easy,0,0,0,0,True,False,69.39999999999999,1,0,3772,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""Reading and looping input parameters and mapping those input parameters to newly created Map key and values.""}]",834365,0,15,180,10,3,13,32,18,214.7352100604633,2.4070591131510097,12.099773010754488,0.13563154772985062,15,3,2,0,2,16.574718273922752,0.07554616117189081,4613,java,0,0,0,0,0,1.5854118764845606
79,14,difficult,0,0,0,0,True,False,68.30000000000001,1,0,3533,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""Loss""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""Display error""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""Array""}]",820226,0,23,1172,12,0,0,165,94,623.8754751843336,8.778218877270572,35.153767444945395,0.4946299017463742,51,13,8,0,1,8.612194334411196,0,4382,cs,0,0,0,0,0,2.4084400295420973
79,6,easy,0,0,0,0,True,True,67.80000000000001,0.8,0,3532,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""Array Max length handled for exception""}]",820225,0,2,354,1,0,4,72,45,275.4252907979995,1.7198572756303534,15.519501897888473,0.096909503756568,28,4,3,0,2,6.50640242588701,0,4382,cs,0,0,0,0,0,2.4084400295420973
79,0,intermediate,4,0,2,0,True,True,69.19999999999999,1,FAILED,3531,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""Not clear about logic""},{""question"":""Is your solution exact or approximate?"",""answer"":""Not clear about logic""},{""question"":""How did you estimate the area under the curve?"",""answer"":""Not clear about logic""}]",820224,1,0,122,0,0,0,40,21,148.09556737333358,0.7503370475219725,8.344801714687035,0.04227954956254825,11,2,2,0,0,6.020903573584625,0.7503370475219725,4382,cs,6.25,0,0,0,1.0416666666666667,2.4084400295420973
80,14,difficult,14,0,0,0,True,True,58.2,0.9333333333333332,FAILED,3824,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""unless we received price value for product we cannot return the amount""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""we can use array list to input the coins""}]",837070,4,152,1076,96,12,24,123,76,917.2080104465241,13.295605252710226,51.68229619596986,0.7491729258238149,59,14,8,1,2,6.476179957945001,0.1148028314176968,4741,java,2.5510204081632653,0,0,0,0.1822157434402332,0.3014814871016692
80,6,easy,0,0,0,0,True,False,62.9,1,0,3825,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""Adding corresponding key and values in hash from the corresponding list passed to that function.""}]",837071,0,2,238,2,0,2,19,13,98.33197538851448,0.37431631039601065,5.540752173642645,0.02109175476504096,18,2,2,0,2,6.242558509530376,0.027261781500226224,4741,java,0,0,0,0,0,0.3014814871016692
81,14,difficult,0,0,0,0,True,False,67,0.9333333333333332,0,3700,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""yes""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""-1""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""did not use yet. will track using list.""}]",834137,0,23,921,16,2,4,100,60,665.1771137179798,8.979675184991871,37.48100782200623,0.5059814429972297,53,0,0,0,0,11.209858059197854,0,4524,java,0,0,0,0,0,1.1104216363636363
81,6,easy,0,0,0,0,True,False,69.69999999999999,0.9,0,3698,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""I was not able to type complete within given timelines""}]",834135,0,17,371,10,0,6,39,23,230.0211372334305,1.2856218891913849,12.961095422667038,0.0724414642223465,18,4,2,0,0,13.72140297156752,0.12072757539117494,4524,java,0,0,0,0,0,1.1104216363636363
81,2,intermediate,0,0,0,0,True,False,68,1,0,3699,"[{""question"":""the classes you used in the standard library and why"",""answer"":""""},{""question"":""the URL to the source of information on daylight saving time you used"",""answer"":""www.business.vic.gov.au/victorian-public-holidays-and-daylight-saving/daylight-saving#:~:text\u003dWhen%20does%20Daylight%20Saving%20begin,are%20put%20back%20one%20hour.""},{""question"":""describe how you found a source of information for determining the daylight saving time rules"",""answer"":""google search""}]",834136,4,0,1788,0,0,3,28,17,73.16005755149956,1.499474254336291,4.122379788473566,0.0844914912083157,17,2,2,0,2,11.009922619509439,0.048081264169047386,4524,java,0,0,0,0,0,1.1104216363636363
82,12,easy,0,0,0,0,True,False,66.40000000000002,1,0,3741,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""to get the correct data at 62th index""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""calculation logic""}]",834279,0,1,498,1,0,0,84,48,291.7234033565757,0.7965951766607393,16.437858335134944,0.04488607534992914,29,3,3,0,1,8.143287571092259,0,4500,cs,0,0,0,0,0,2.1805325231481483
82,15,intermediate,0,0,0,0,True,True,71.2,1,FAILED,3740,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""I will re write code and distribute in classes""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""ok""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""""}]",834278,0,10,1092,6,0,4,54,36,165.5720430419734,5.777291287343206,9.329555861708258,0.3255354032260449,28,6,4,0,2,6.50640242588701,0,4500,cs,0,0,0,0,0,2.1805325231481483
83,15,intermediate,0,0,0,0,True,False,48,1,0,3521,"[{""question"":""If you had more time, describe what changes you would make (if any) to make your implementation more efficient."",""answer"":""no""},{""question"":""Describe how you would extend your pattern language to allow the specification of a literal full stop character (.)."",""answer"":""n/a""},{""question"":""Describe why a builder interface is appropriate."",""answer"":""N/A""}]",813216,0,0,7,0,0,0,1,1,4.444001281719912,0,0.2504079640836378,0,10,2,2,0,0,4.444001281719912,0,4430,java,0,0,0,0,0,1.1708072423398328
84,0,intermediate,4,0,2,0,True,True,70.6,0.95,FAILED,3457,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""based on in""},{""question"":""Is your solution exact or approximate?"",""answer"":""s""},{""question"":""How did you estimate the area under the curve?"",""answer"":""s""}]",811939,0,21,157,14,0,7,289,265,433.2151730198866,2.2440923328720825,24.4105531499907,0.12644879167827755,16,3,2,0,1,14.031533596261294,0.1936777360266664,4173,java,18.75,0,25,0,7.291666666666668,0.8996393801276208
85,9,easy,0,0,0,0,True,True,71,1,FAILED,3645,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""Was trying to use copyOF operator but was not able to import it.""}]",834103,0,0,186,0,0,0,55,28,294.06909572462104,0.4362316592496189,16.570032025692793,0.024580524337573552,13,1,1,0,0,10.318972060505274,0,4644,js,0,0,0,0,0,1.372019452887538
86,1,easy,2,0,0,0,True,True,70.1,0.3,ACCEPTABLE,2732,"[{""question"":""how you ensured your solution produced accurate results"",""answer"":""Tested it with multiple inputs""},{""question"":""any potentially problematic inputs you considered when writing your implementation"",""answer"":""None""}]",835624,0,3,84,2,0,0,14,9,51.82121666907736,0.18918954221972065,2.919991363598035,0.01066034078073462,12,3,2,0,0,9.991420924144991,0.18918954221972065,1882,java,37.5,0,0,0,18.75,1.163776251788269
87,14,difficult,14,0,0,0,True,True,68.5,0.9666666666666665,FAILED,3621,"[{""question"":""Justify why the designers of the vending machine did not want to return change unless it was possible from the input coins alone."",""answer"":""""},{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""it should return -1""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""""}]",833014,0,58,689,40,5,10,57,40,308.2257793846787,9.218992298608127,17.367724489930605,0.5194663426163015,53,14,8,1,2,6.287998983835784,0.12567598048348388,4626,java,3.0612244897959178,0,0,0,0.21865889212827988,2.737998872180451
87,6,easy,0,0,0,0,True,False,71.2,1,0,3620,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""best test and compile""}]",833013,0,24,155,16,0,16,47,26,291.3176630736258,0.5760981102187506,16.414995920891705,0.032461636652921365,16,0,0,0,0,11.862545819163818,0,4626,java,0,0,0,0,0,2.737998872180451
87,0,intermediate,4,0,2,0,True,True,61.8,1,FAILED,3622,"[{""question"":""How did you ensure your solution is robust to difficult input?"",""answer"":""""},{""question"":""Is your solution exact or approximate?"",""answer"":""not really""},{""question"":""How did you estimate the area under the curve?"",""answer"":""""}]",833015,0,10,233,10,0,5,35,18,221.6850796698943,3.538298835975994,12.491380165933082,0.19937397666396456,10,2,2,0,1,6.281673668982683,0.2934369598463924,4626,java,6.25,0,0,0,1.0416666666666667,2.737998872180451
88,14,difficult,0,0,0,0,True,False,67.7,1,0,2403,"[{""question"":""Describe what your solution does if the button to request coffee is pressed and insufficient funds are available."",""answer"":""if request coffee s pressed it should check the coffee amount 35 pense with all the coints entered. if amount is more then it should serve coffee.""},{""question"":""Describe the data structures you used to track the input of coins."",""answer"":""I used array and recursion to track how many coins are entered and subtract it from the coffee and tea amount""}]",835434,0,4,809,0,0,0,27,25,32.89008896097422,0.7657801952046543,1.8532713411054245,0.04314973094304657,53,12,8,1,2,11.099991462917984,0.2932520911679101,1678,java,0,0,0,0,0,3.0990016949152546
88,12,easy,0,0,0,0,True,False,70.3,1,0,2469,"[{""question"":""Why is the median more complex to calculate for even length lists?"",""answer"":""for median, I am taking the finding the elements at even lengts and taking the average of that.""},{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""I am sorting the array. The first element is the minimum element. Last element is the largest element.""}]",835378,0,3,876,0,0,0,34,20,45.664336668955954,1.0536983553279626,2.573067119386073,0.059373173676006724,19,0,0,0,0,9.737269135964466,0,1723,java,0,0,0,0,0,3.0990016949152546
88,13,easy,0,0,0,0,True,False,65.5,1,FAILED,2723,"[{""question"":""briefly describe what a Hamiltonian Cycle is in your own words"",""answer"":""A Hamiltonian cycle is a graph cycle through a graph that visits each node exactly once""},{""question"":""describe how you used the library to find a (near) optimal shortest path through the tourist locations"",""answer"":""HamiltonianCycle.getApproximateOptimalForCompleteGraph(g) to calculate the""}]",835516,0,3,159,2,0,0,8,8,13.956608766220993,0.06213723091163476,0.7864187620820582,0.0035012720519188227,46,7,6,2,2,13.956608766220993,0.06213723091163476,1857,java,0,0,0,0,0,3.0990016949152546
88,6,easy,7,0,0,0,True,True,58.3,1,FAILED,2435,"[{""question"":""how you ensured your solution produced accurate results?"",""answer"":""copying the keys array as map keys and values array as map values""}]",835892,0,7,351,4,2,6,26,16,100.55380812623591,1.0211521105226724,5.665946694777408,0.05753927706265871,17,3,2,0,2,12.039222633329976,0.05487375642895715,1704,java,11.224489795918366,0,0,0,1.6034985422740526,3.0990016949152546
88,10,easy,6,0,0,0,True,True,67.5,0.9333333333333332,PASSED,2436,"[{""question"":""How did you ensure your solution produced accurate results?"",""answer"":""Adding the solution to satisfy all conditions of dividing by  2 and 7  and when the number is not divisible by both 2 \u0026 7.""}]",835934,1,45,2349,0,0,0,73,42,96.60162504685564,5.047642164531677,5.4432514127881095,0.2844215646476872,27,13,3,0,0,14.202049141842792,1.2461004151256692,1704,java,16.666666666666668,0,0,0,2.7777777777777786,3.0990016949152546
